acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,Location
115112,,Slight,2,1,24/02/2012,Friday,24,February,12,14,45,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",326860,675700,558446,Segment,T.V.N.P.,356851,unset,EH68NP,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction",Elsewhere,"55.96872,-3.17335"
116012,,Slight,2,1,24/02/2012,Friday,24,February,12,17,55,230,A,70,"Single carriageway - 2 lanes",30,"Multiple junction","Automatic Traffic Signal",Unclassified,,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",323030,671920,522270,Junction,Cyclist,356852,unset,EH111QU,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","At scene","55.93416,-3.23361"
116812,,Slight,1,1,25/02/2012,Saturday,25,February,12,19,38,230,Unclassified,,"Single carriageway - 2 lanes",30,Roundabout,"Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",326990,672680,533200,Junction,Cyclist,356853,unset,EH87AT,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.94161,-3.17045"
116912,,Slight,2,1,24/02/2012,Friday,24,February,12,16,0,230,C,,"Single carriageway - 2 lanes",30,Crossroads,"Automatic Traffic Signal",Unclassified,,"Daylight: street lights present","Raining (without high winds)",Dry,None,None,"No overtaking",330150,673480,523662,Junction,Cyclist,356854,unset,EH151JN,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.94926,-3.12007"
117312,,Slight,2,2,26/02/2012,Sunday,26,February,12,1,55,230,Unclassified,,"Single carriageway - 2 lanes",30,"Other junction","Give way sign or markings",Unclassified,,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",322070,675480,12233427,Junction,T.V.N.P.,356855,unset,EH42QH,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.96598,-3.25001"
118912,,Slight,1,1,23/02/2012,Thursday,23,February,12,11,45,230,C,,"One way Street",30,"'T' or staggered junction","Automatic Traffic Signal",Unclassified,,"Daylight: street lights present","Raining (without high winds)",Dry,None,None,"No overtaking",325530,674080,520560,Junction,Pedestrian,356856,unset,EH22AF,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.95396,-3.1942"
119112,,Slight,3,1,23/02/2012,Thursday,23,February,12,11,50,230,A,903,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",324290,676170,519166,Junction,M.V.N.P.,356857,unset,EH53QS,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.97253,-3.21464"
120712,,Slight,2,1,27/02/2012,Monday,27,February,12,8,5,230,A,720,"One way Street",70,Roundabout,"Give way sign or markings",A,702,"Daylight: no street lighting","Fine (without high winds)",Dry,None,None,"No overtaking",324810,667700,522507,Junction,T.V.N.P.,356858,unset,EH107DUA,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.89653,-3.20395"
122612,,Slight,2,1,27/02/2012,Monday,27,February,12,19,30,230,A,71,Roundabout,30,Roundabout,"Give way sign or markings",Unclassified,,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",319400,670700,529645,Junction,Cyclist,356859,unset,EH114HD,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.92261,-3.29133"
122712,,Slight,1,1,22/02/2012,Wednesday,22,February,12,8,35,230,Unclassified,,"Single carriageway - 2 lanes",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",319690,669030,0,Unset,Pedestrian,338145,unset,EH143EE,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.90765,-3.2862"
123312,,Slight,2,1,27/02/2012,Monday,27,February,12,17,30,230,Unclassified,,"One way Street",30,"'T' or staggered junction","Give way sign or markings",Unclassified,,"Darkness: street lights present and lit",Unknown,Dry,None,None,"No overtaking",325510,674190,520569,Junction,Cyclist,356860,unset,EH21AW,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.95494,-3.19455"
123412,,Serious,2,1,29/02/2012,Wednesday,29,February,12,8,20,230,A,8,"Dual carriageway - 2 lanes",40,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",317980,672720,550637,Segment,Cyclist,356861,unset,EH128LU,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Central refuge - no other controls","At scene","55.94051,-3.31467"
123512,,Serious,2,1,25/02/2012,Saturday,25,February,12,18,50,230,Unclassified,,"Single carriageway - 2 lanes",30,Crossroads,"Give way sign or markings",Unclassified,,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",326620,672030,522105,Junction,Cyclist,356862,unset,EH91SZ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","At scene","55.93571,-3.1762"
126512,,Slight,2,1,01/03/2012,Thursday,1,March,12,11,40,230,A,1,"Single carriageway - 2 lanes",30,Crossroads,"Automatic Traffic Signal",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",330020,672780,532591,Junction,T.V.N.P.,354624,unset,EH151LD,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","At scene","55.94295,-3.12197"
126612,,Slight,2,1,29/02/2012,Wednesday,29,February,12,20,10,230,C,,Roundabout,30,Roundabout,"Give way sign or markings",C,,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",326020,674350,520653,Junction,Cyclist,356863,unset,EH13JT,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.95646,-3.18643"
127512,,Slight,2,1,01/03/2012,Thursday,1,March,12,18,40,230,Unclassified,,"Single carriageway - 2 lanes",30,"Other junction","Automatic Traffic Signal",Unclassified,,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",327250,671740,530389,Junction,Cyclist,354625,unset,EH165DT,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Pedestrian phase at traffic signal junction","At scene","55.9332,-3.16603"
128312,,Slight,2,1,02/03/2012,Friday,2,March,12,12,25,230,A,1,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: no street lighting","Raining (without high winds)",Dry,None,None,"No overtaking",326970,674390,2106022,Segment,T.V.N.P.,354626,unset,EH75DJ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.95697,-3.17123"
128712,,Serious,2,2,01/03/2012,Thursday,1,March,12,18,15,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Darkness: street lights present and lit","Fine (without high winds)",Dry,"Road works present","Other object in carriageway","No overtaking",326570,674090,0,Unset,T.V.N.P.,354627,unset,EH75BN,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.95421,-3.17756"
129112,,Slight,2,1,02/03/2012,Friday,2,March,12,11,25,230,A,900,"Single carriageway - 2 lanes",30,"Other junction","Give way sign or markings",Unclassified,,"Daylight: no street lighting","Raining (without high winds)",Dry,None,None,"No overtaking",326740,675480,519888,Junction,Cyclist,354628,unset,EH65EQ,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.96672,-3.17521"
129312,,Slight,2,1,02/03/2012,Friday,2,March,12,17,35,230,C,,Roundabout,30,Roundabout,"Give way sign or markings",C,,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",325730,674670,520206,Junction,Cyclist,354629,unset,EH36LX,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.95929,-3.19117"
129712,,Slight,1,1,03/03/2012,Saturday,3,March,12,1,40,230,A,702,"Single carriageway - 2 lanes",30,"Other junction","Give way sign or markings",A,702,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",324920,672910,533356,Junction,Pedestrian,354630,unset,EH39LY,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.94335,-3.20364"
131312,,Slight,2,1,02/03/2012,Friday,2,March,12,17,0,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",322140,671320,559177,Segment,Bus,354631,unset,EH141RL,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.92863,-3.24768"
131412,,Slight,1,1,03/03/2012,Saturday,3,March,12,23,45,230,C,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",325340,674210,566762,Segment,S.V.N.P.,354632,unset,EH21JE,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.9551,-3.19728"
132112,,Slight,1,1,03/03/2012,Saturday,3,March,12,15,0,230,Unclassified,,"Dual carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present",Unknown,Dry,None,None,"No overtaking",321010,676250,557325,Segment,Pedestrian,354633,unset,EH44SY,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m","At scene","55.97272,-3.26721"
134212,,Fatal,2,1,05/03/2012,Monday,5,March,12,9,9,230,A,8,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",322530,673200,550571,Segment,Cyclist,354634,unset,EH126HN,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Central refuge - no other controls","At scene","55.94558,-3.24198"
134612,,Slight,2,1,05/03/2012,Monday,5,March,12,19,30,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Darkness: street lights present and lit","Fine (without high winds)",Dry,None,None,"No overtaking",323690,675020,12232750,Segment,Pedestrian,354635,unset,EH41DL,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","Central refuge - no other controls",Elsewhere,"55.96212,-3.22393"
135612,,Slight,2,1,06/03/2012,Tuesday,6,March,12,7,45,230,Unclassified,,"Single carriageway - 2 lanes",30,Crossroads,"Give way sign or markings",Unclassified,,"Daylight: street lights present","Fine (without high winds)",Dry,"Road signing defective or obscured",None,"No overtaking",323290,671800,522255,Junction,T.V.N.P.,354636,unset,EH111RF,"Control by school crossing patrol","No physical crossing facility within 50m","At scene","55.93312,-3.22942"
135912,,Slight,1,1,06/03/2012,Tuesday,6,March,12,9,50,230,C,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",325810,673470,2106559,Segment,Pedestrian,354637,unset,EH11JW,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.94852,-3.18956"
136012,,Slight,1,3,06/03/2012,Tuesday,6,March,12,15,40,230,Unclassified,,"Single carriageway - 2 lanes",30,"Not at or within 20 metres of junction",unset,"\",,"Daylight: street lights present","Fine (without high winds)",Dry,None,None,"No overtaking",320330,675380,0,Unset,Pedestrian,354638,unset,EH46AH,"No crossing facility within 50m or physical crossing facility not controlled by authorised person","No physical crossing facility within 50m",Elsewhere,"55.96479,-3.27784"
